seed,rppg_bpm_mean,perclos,neck_norm,rppg_snr_mean,blink_per_min,ear_mean
T4,80.01230153357483,0.22511627669662257,1.9085910479429742,2.165144941647243,17.753568400598397,0.3357866004717639
T4,82.98745537508469,0.22741151110252344,2.085452908616403,2.3579768964889225,19.348630850151807,0.3112441571211917
T4,77.25862144637783,0.17055230152418663,1.9586644971969291,2.278426461257116,9.050468921155538,0.3014107594010497
T4,71.09408161242726,0.3414622603097999,1.7776918781382662,1.3281694784920957,20.337435995437357,0.2673056213663257
T4,75.45329214828277,0.2259727972869333,2.1969203086237807,2.598856955145248,11.628068833458354,0.2547696073649965
T4,70.08353445003537,0.32438502460841695,1.8650906376188647,1.5288006868964907,8.871336061338365,0.26759890263265573
T4,80.60143602597438,0.2671397246728688,1.8751727891470573,1.3190741274556288,13.146978886503112,0.28357282449106186
T4,93.40215245554533,0.15364076350607536,1.6550871020121787,1.634913486092026,6.687236354986138,0.3065954772029313
T4,75.07793481448671,0.17324692290394733,1.8034960646095344,1.9347796959675652,14.022890983619524,0.3014869648304228
T4,73.7952510018006,0.23052714471500615,2.1629428989712887,2.4284548568386732,15.448520696421983,0.26543326513500687
T4,84.89842050185199,0.20428207722871258,1.595586210366562,2.374299095413007,12.998149581601123,0.28376805013734335
T4,83.56887008160061,0.2034622799231253,1.9822065763415724,1.9865004373649053,16.68082345280514,0.2999060783297391
T4,81.05414248997899,0.1799656531937815,2.17943125581872,2.5597433334073836,12.426594723263,0.19929744773808591
T4,70.69531955291795,0.07340665509813035,1.9057228482179365,2.048893744039188,14.020255142830319,0.24214838333082184
T4,79.70748177536727,0.18421971496055162,2.0599476296012407,2.5375903422802795,6.7966791587349,0.24062838920635693
T4,86.95303194458288,0.04473149752540681,1.7208014971542687,1.157678723114484,14.213360836916475,0.27039817830364515
T4,66.55785452714917,0.22602736981494562,2.327569475546186,1.0554956043697254,9.744817964363655,0.2668338919254579
T4,75.42384238959782,0.14917595488006058,2.275262584025691,2.465432267969921,11.75110698608558,0.26773484861889246
T4,60.98777260199156,0.14992082916795,2.0588747707958297,1.165950532324398,13.531604692365207,0.23700943753384435
T4,67.10462260215024,0.18464873430590148,1.5612302850210207,1.8190884797147677,14.95488816276197,0.31430039526002956
T4,61.58264962208268,0.2190870642407105,1.738509415575734,1.9411383487907408,5.766671854060913,0.29457126963466607
T4,77.64908868925319,0.09975956755848314,2.2441757654828356,1.7072294956073222,6.182868960528967,0.19855741719632747
T4,67.32553518556297,0.07759791673126154,2.4282802725696757,1.72790631569073,12.490124738759027,0.2813756255440623
T4,82.71264358821702,0.12537538899501305,2.07415385999625,2.835575927106886,16.37192969308026,0.22440716533037108
T4,81.56751086624226,0.057079073306089356,2.3118297335089246,0.48223909490018046,15.80120708788132,0.3658509309899599
T4,78.13069055370046,0.13232052730774913,1.8480595741446149,2.5303241808336976,18.463902176163632,0.2579667742937853
T4,54.83240289179487,0.31136181213660763,1.9526532108472738,3.3771034056761393,20.505382324088067,0.26106980433664195
T4,74.61307104153363,0.1260389858452064,2.0002869758908273,2.01415073633964,16.482166639223493,0.28496508337143317
T4,79.51499054598928,0.24559836224301287,2.1057741884337497,1.9886151227123494,13.900688650453718,0.2707811146404861
T4,81.13308986003308,0.10398556342144054,1.6177976023887701,2.435822477373815,8.842710990960805,0.2778744203657638
T4,64.69864234494607,0.22093841068007458,2.2351667106345734,3.0973127243408114,9.269661102112607,0.3581701031920368
T4,75.22246723966069,0.17761863314511228,2.330636661091699,1.2871706305285984,11.664147642125677,0.29211503721974974
T4,70.2148092194336,0.1958131050126009,1.7128162127900093,2.0526136001331357,15.337433033196962,0.32257091541151833
T4,71.911627605744,0.2398144316057279,1.6611650821850368,1.8882700850754934,15.10367766595233,0.33719278600176306
T4,90.60898623386079,0.3229368087721326,2.087640028654405,2.3356287661038793,14.021218779690624,0.2321070176766497
T4,71.92465324668103,0.21362944448832916,1.8364220234718869,2.0955120178577076,13.236386710226988,0.3653076567693946
